[Race] proportion=0.001, seed=42, frac=0.05, requested=19425, actual_pruned=19425, total_math_only=388519, math_only_count=388519
[Race] proportion=0.01, seed=456, frac=0.6, requested=1924407, actual_pruned=1924407, total_math_only=3207345, math_only_count=3207345
[Race] proportion=0.01, seed=456, frac=0.8, requested=2565876, actual_pruned=2565876, total_math_only=3207345, math_only_count=3207345
[Race] proportion=0.1, seed=42, frac=0.05, requested=941058, actual_pruned=941058, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=42, frac=0.1, requested=1882117, actual_pruned=1882117, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=42, frac=0.2, requested=3764235, actual_pruned=3764235, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=42, frac=0.4, requested=7528470, actual_pruned=7528470, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=42, frac=0.6, requested=11292705, actual_pruned=11292705, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=42, frac=0.8, requested=15056940, actual_pruned=15056940, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=123, frac=0.05, requested=941058, actual_pruned=941058, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=123, frac=0.1, requested=1882117, actual_pruned=1882117, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=123, frac=0.2, requested=3764235, actual_pruned=3764235, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=123, frac=0.4, requested=7528470, actual_pruned=7528470, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=123, frac=0.6, requested=11292705, actual_pruned=11292705, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=123, frac=0.8, requested=15056940, actual_pruned=15056940, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=456, frac=0.05, requested=941058, actual_pruned=941058, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=456, frac=0.1, requested=1882117, actual_pruned=1882117, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=456, frac=0.2, requested=3764235, actual_pruned=3764235, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=456, frac=0.4, requested=7528470, actual_pruned=7528470, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=456, frac=0.6, requested=11292705, actual_pruned=11292705, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.1, seed=456, frac=0.8, requested=15056940, actual_pruned=15056940, total_math_only=18821175, math_only_count=18821175
[Race] proportion=0.001, seed=42, frac=0.05, requested=148130, actual_pruned=148130, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=42, frac=0.1, requested=296260, actual_pruned=296260, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=42, frac=0.2, requested=592521, actual_pruned=592521, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=42, frac=0.4, requested=1185043, actual_pruned=1185043, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=42, frac=0.6, requested=1777565, actual_pruned=1777565, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=42, frac=0.8, requested=2370087, actual_pruned=2370087, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=123, frac=0.05, requested=148130, actual_pruned=148130, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=123, frac=0.1, requested=296260, actual_pruned=296260, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=123, frac=0.2, requested=592521, actual_pruned=592521, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=123, frac=0.4, requested=1185043, actual_pruned=1185043, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=123, frac=0.6, requested=1777565, actual_pruned=1777565, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=123, frac=0.8, requested=2370087, actual_pruned=2370087, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=456, frac=0.05, requested=148130, actual_pruned=148130, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=456, frac=0.1, requested=296260, actual_pruned=296260, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=456, frac=0.2, requested=592521, actual_pruned=592521, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=456, frac=0.4, requested=1185043, actual_pruned=1185043, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=456, frac=0.6, requested=1777565, actual_pruned=1777565, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.001, seed=456, frac=0.8, requested=2370087, actual_pruned=2370087, total_math_only=2963525, math_only_count=2962609
[Race] proportion=0.01, seed=42, frac=0.05, requested=1290550, actual_pruned=1290550, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=42, frac=0.1, requested=2581101, actual_pruned=2581101, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=42, frac=0.2, requested=5162202, actual_pruned=5162202, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=42, frac=0.4, requested=10324405, actual_pruned=10324405, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=42, frac=0.6, requested=15486607, actual_pruned=15486607, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=42, frac=0.8, requested=20648810, actual_pruned=20648810, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=123, frac=0.05, requested=1290550, actual_pruned=1290550, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=123, frac=0.1, requested=2581101, actual_pruned=2581101, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=123, frac=0.2, requested=5162202, actual_pruned=5162202, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=123, frac=0.4, requested=10324405, actual_pruned=10324405, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=123, frac=0.6, requested=15486607, actual_pruned=15486607, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=123, frac=0.8, requested=20648810, actual_pruned=20648810, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=456, frac=0.05, requested=1290550, actual_pruned=1290550, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=456, frac=0.1, requested=2581101, actual_pruned=2581101, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=456, frac=0.2, requested=5162202, actual_pruned=5162202, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=456, frac=0.4, requested=10324405, actual_pruned=10324405, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=456, frac=0.6, requested=15486607, actual_pruned=15486607, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.01, seed=456, frac=0.8, requested=20648810, actual_pruned=20648810, total_math_only=25880609, math_only_count=25811013
[Race] proportion=0.1, seed=42, frac=0.05, requested=7429820, actual_pruned=7429820, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=42, frac=0.1, requested=14859640, actual_pruned=14859640, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=42, frac=0.2, requested=29719280, actual_pruned=29719280, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=42, frac=0.4, requested=59438561, actual_pruned=59438561, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=42, frac=0.6, requested=89157842, actual_pruned=89157842, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=42, frac=0.8, requested=118877123, actual_pruned=118877123, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=123, frac=0.05, requested=7429820, actual_pruned=7429820, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=123, frac=0.1, requested=14859640, actual_pruned=14859640, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=123, frac=0.2, requested=29719280, actual_pruned=29719280, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=123, frac=0.4, requested=59438561, actual_pruned=59438561, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=123, frac=0.6, requested=89157842, actual_pruned=89157842, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=123, frac=0.8, requested=118877123, actual_pruned=118877123, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=456, frac=0.05, requested=7429820, actual_pruned=7429820, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=456, frac=0.1, requested=14859640, actual_pruned=14859640, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=456, frac=0.2, requested=29719280, actual_pruned=29719280, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=456, frac=0.4, requested=59438561, actual_pruned=59438561, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=456, frac=0.6, requested=89157842, actual_pruned=89157842, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.1, seed=456, frac=0.8, requested=118877123, actual_pruned=118877123, total_math_only=149074236, math_only_count=148596404
[Race] proportion=0.001, seed=42, frac=0.05, requested=85426, actual_pruned=85426, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=42, frac=0.1, requested=170852, actual_pruned=170852, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=42, frac=0.2, requested=341704, actual_pruned=341704, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=42, frac=0.4, requested=683408, actual_pruned=683408, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=42, frac=0.6, requested=1025112, actual_pruned=1025112, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=42, frac=0.8, requested=1366816, actual_pruned=1366816, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=123, frac=0.05, requested=85426, actual_pruned=85426, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=123, frac=0.1, requested=170852, actual_pruned=170852, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=123, frac=0.2, requested=341704, actual_pruned=341704, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=123, frac=0.4, requested=683408, actual_pruned=683408, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=123, frac=0.6, requested=1025112, actual_pruned=1025112, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=123, frac=0.8, requested=1366816, actual_pruned=1366816, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=456, frac=0.05, requested=85426, actual_pruned=85426, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=456, frac=0.1, requested=170852, actual_pruned=170852, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=456, frac=0.2, requested=341704, actual_pruned=341704, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=456, frac=0.4, requested=683408, actual_pruned=683408, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=456, frac=0.6, requested=1025112, actual_pruned=1025112, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.001, seed=456, frac=0.8, requested=1366816, actual_pruned=1366816, total_math_only=1713660, math_only_count=1708520
[Race] proportion=0.01, seed=42, frac=0.05, requested=694422, actual_pruned=694422, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=42, frac=0.1, requested=1388845, actual_pruned=1388845, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=42, frac=0.2, requested=2777691, actual_pruned=2777691, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=42, frac=0.4, requested=5555383, actual_pruned=5555383, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=42, frac=0.6, requested=8333074, actual_pruned=8333074, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=42, frac=0.8, requested=11110766, actual_pruned=11110766, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=123, frac=0.05, requested=694422, actual_pruned=694422, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=123, frac=0.1, requested=1388845, actual_pruned=1388845, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=123, frac=0.2, requested=2777691, actual_pruned=2777691, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=123, frac=0.4, requested=5555383, actual_pruned=5555383, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=123, frac=0.6, requested=8333074, actual_pruned=8333074, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=123, frac=0.8, requested=11110766, actual_pruned=11110766, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=456, frac=0.05, requested=694422, actual_pruned=694422, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=456, frac=0.1, requested=1388845, actual_pruned=1388845, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=456, frac=0.2, requested=2777691, actual_pruned=2777691, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=456, frac=0.4, requested=5555383, actual_pruned=5555383, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=456, frac=0.6, requested=8333074, actual_pruned=8333074, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.01, seed=456, frac=0.8, requested=11110766, actual_pruned=11110766, total_math_only=13953762, math_only_count=13888458
[Race] proportion=0.1, seed=42, frac=0.05, requested=4296819, actual_pruned=4296819, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=42, frac=0.1, requested=8593639, actual_pruned=8593639, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=42, frac=0.2, requested=17187278, actual_pruned=17187278, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=42, frac=0.4, requested=34374556, actual_pruned=34374556, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=42, frac=0.6, requested=51561834, actual_pruned=51561834, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=42, frac=0.8, requested=68749112, actual_pruned=68749112, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=123, frac=0.05, requested=4296819, actual_pruned=4296819, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=123, frac=0.1, requested=8593639, actual_pruned=8593639, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=123, frac=0.2, requested=17187278, actual_pruned=17187278, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=123, frac=0.4, requested=34374556, actual_pruned=34374556, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=123, frac=0.6, requested=51561834, actual_pruned=51561834, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=123, frac=0.8, requested=68749112, actual_pruned=68749112, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=456, frac=0.05, requested=4296819, actual_pruned=4296819, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=456, frac=0.1, requested=8593639, actual_pruned=8593639, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=456, frac=0.2, requested=17187278, actual_pruned=17187278, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=456, frac=0.4, requested=34374556, actual_pruned=34374556, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=456, frac=0.6, requested=51561834, actual_pruned=51561834, total_math_only=86300450, math_only_count=85936391
[Race] proportion=0.1, seed=456, frac=0.8, requested=68749112, actual_pruned=68749112, total_math_only=86300450, math_only_count=85936391
