Unnamed: 0.1,Unnamed: 0,instruct,qa
20,20,"प्रश्न: बेला ने डाकघर में टिकट खरीदे। कुछ टिकटों पर स्नोफ्लेक, कुछ पर ट्रक और कुछ पर गुलाब का चित्र था। बेला ने 11 स्नोफ्लेक टिकट खरीदे। उसने स्नोफ्लेक टिकटों की तुलना में 9 अधिक ट्रक टिकट खरीदे, और ट्रक टिकटों की तुलना में 13 कम गुलाब टिकट खरीदे। बेला ने कुल कितने टिकट खरीदे? उत्तर: चलो एक-एक करके सोचें। ट्रक स्टैम्प की संख्या 11 + 9 = <<11+9=20>> 20 है। गुलाब मुहरों की संख्या 20 - 13 = <<20-13=7>> 7 है। बेला ने कुल मिलाकर 11 + 20 + 7 = <<11+20+7=38>> 38 टिकट खरीदे। #### 38","प्रश्न: बेला ने डाकघर में टिकट खरीदे। कुछ टिकटों पर स्नोफ्लेक, कुछ पर ट्रक और कुछ पर गुलाब का चित्र था। बेला ने 11 स्नोफ्लेक टिकट खरीदे। उसने स्नोफ्लेक टिकटों की तुलना में 9 अधिक ट्रक टिकट खरीदे, और ट्रक टिकटों की तुलना में 13 कम गुलाब टिकट खरीदे। बेला ने कुल कितने टिकट खरीदे? उत्तर: चलो एक-एक करके सोचें। ट्रक स्टैम्प की संख्या 11 + 9 = <<11+9=20>> 20 है। गुलाब मुहरों की संख्या 20 - 13 = <<20-13=7>> 7 है। बेला ने कुल मिलाकर 11 + 20 + 7 = <<11+20+7=38>> 38 टिकट खरीदे। जवाब है 38"
21,21,"प्रश्न: प्रत्येक पक्षी प्रतिदिन 12 भृंग खाता है, प्रत्येक सांप प्रतिदिन 3 पक्षी खाता है, और प्रत्येक जगुआर प्रतिदिन 5 सांप खाता है। यदि एक जंगल में 6 जगुआर हैं, तो हर दिन कितने भृंग खाए जाते हैं? उत्तर: चलो एक-एक करके सोचें। पहले खाए गए सांपों की कुल संख्या ज्ञात कीजिए: 5 सांप/जगुआर * 6 जगुआर = <<5*6=30>> 30 सांप फिर प्रति दिन खाए गए पक्षियों की कुल संख्या ज्ञात कीजिए: 30 सांप * 3 पक्षी/सांप = <<30*3=90>> 90 सांप फिर सांपों की संख्या को प्रति सांप भृंगों की संख्या से गुणा करके प्रति दिन खाए गए भृंगों की कुल संख्या ज्ञात कीजिए: 90 सांप * 12 भृंग/सांप = <<90*12=1080>> 1080 भृंग #### 1080","प्रश्न: प्रत्येक पक्षी प्रतिदिन 12 भृंग खाता है, प्रत्येक सांप प्रतिदिन 3 पक्षी खाता है, और प्रत्येक जगुआर प्रतिदिन 5 सांप खाता है। यदि एक जंगल में 6 जगुआर हैं, तो हर दिन कितने भृंग खाए जाते हैं? उत्तर: चलो एक-एक करके सोचें। पहले खाए गए सांपों की कुल संख्या ज्ञात कीजिए: 5 सांप/जगुआर * 6 जगुआर = <<5*6=30>> 30 सांप फिर प्रति दिन खाए गए पक्षियों की कुल संख्या ज्ञात कीजिए: 30 सांप * 3 पक्षी/सांप = <<30*3=90>> 90 सांप फिर सांपों की संख्या को प्रति सांप भृंगों की संख्या से गुणा करके प्रति दिन खाए गए भृंगों की कुल संख्या ज्ञात कीजिए: 90 सांप * 12 भृंग/सांप = <<90*12=1080>> 1080 भृंग उत्तर है 1080"
22,22,"प्रश्न: सामंथा के उपनाम में बॉबी के उपनाम से तीन अक्षर कम हैं। यदि बॉबी अपने अंतिम नाम से दो अक्षर निकाल लेती, तो उसका अंतिम नाम जेमी के नाम से दोगुना होता। जेमी का पूरा नाम जेमी ग्रे है। सामंथा के अंतिम नाम में कितने अक्षर हैं? उत्तर: चलो एक-एक करके सोचें। जेमी के अंतिम नाम में 4 अक्षर हैं, इसलिए बॉबी का नाम 4*2 +2 = <<4*2+2=10>> 10 अक्षर लंबा है। सामंथा का अंतिम नाम बॉबी से 3 अक्षर छोटा है, इसलिए सामंथा के अंतिम नाम में 10 - 3 = <<10-3=7>> 7 अक्षर हैं। #### 7","प्रश्न: सामंथा के उपनाम में बॉबी के उपनाम से तीन अक्षर कम हैं। यदि बॉबी अपने अंतिम नाम से दो अक्षर निकाल लेती, तो उसका अंतिम नाम जेमी के नाम से दोगुना होता। जेमी का पूरा नाम जेमी ग्रे है। सामंथा के अंतिम नाम में कितने अक्षर हैं? उत्तर: चलो एक-एक करके सोचें। जेमी के अंतिम नाम में 4 अक्षर हैं, इसलिए बॉबी का नाम 4*2 +2 = <<4*2+2=10>> 10 अक्षर लंबा है। सामंथा का अंतिम नाम बॉबी से 3 अक्षर छोटा है, इसलिए सामंथा के अंतिम नाम में 10 - 3 = <<10-3=7>> 7 अक्षर हैं। उत्तर है 7"
23,23,"प्रश्न: ऐन के पसंदीदा स्टोर में ग्रीष्मकालीन निकासी हो रही थी। 75 डॉलर में उसने 7 डॉलर में 5 जोड़ी शॉर्ट्स और 10 डॉलर में 2 जोड़ी जूते खरीदे। उसने 4 टॉप भी खरीदे, सभी एक ही कीमत पर। प्रत्येक टॉप की कीमत कितनी थी? उत्तर: चलो एक-एक करके सोचें। उसने 5 शॉर्ट्स 7 डॉलर में खरीदे तो 5*7=$ <<5*7=35>> 35 उसने 2 जोड़ी जूते 10 डॉलर में खरीदे तो 2*10=$ <<2*10=20>> 20 शॉर्ट्स और जूते की कीमत 35+20=$ <<35+20=55>> 55 हम जानते हैं कि उसने कुल 75 खर्च किए और शॉर्ट्स और जूते की कीमत $55 जो 75-55 = $ <<75-55=20>> 20 का अंतर छोड़ दिया उसने 4 टॉप खरीदे कुल $20 के लिए तो 20/4 = $5 #### 5","प्रश्न: ऐन के पसंदीदा स्टोर में ग्रीष्मकालीन निकासी हो रही थी। 75 डॉलर में उसने 7 डॉलर में 5 जोड़ी शॉर्ट्स और 10 डॉलर में 2 जोड़ी जूते खरीदे। उसने 4 टॉप भी खरीदे, सभी एक ही कीमत पर। प्रत्येक टॉप की कीमत कितनी थी? उत्तर: चलो एक-एक करके सोचें। उसने 5 शॉर्ट्स 7 डॉलर में खरीदे तो 5*7=$ <<5*7=35>> 35 उसने 2 जोड़ी जूते 10 डॉलर में खरीदे तो 2*10=$ <<2*10=20>> 20 शॉर्ट्स और जूते की कीमत 35+20=$ <<35+20=55>> 55 हम जानते हैं कि उसने कुल 75 खर्च किए और शॉर्ट्स और जूते की कीमत $55 जो 75-55=$ <<75-55=20>> 20 का अंतर छोड़ दिया उसने 4 टॉप खरीदे कुल $20 के लिए तो 20/4= $5 जवाब है 5"
24,24,"प्रश्न: मैरी शनिवार को किराने की खरीदारी करती है। वह केवल एक विशेष स्टोर में खरीदारी करती है जहां उसे 100 डॉलर का क्रेडिट दिया जाता है, जिसे उसकी अगली खरीदारी से पहले पूरी तरह से चुकाया जाना चाहिए। उस हफ्ते उसने पूरी क्रेडिट लिमिट खर्च कर दी और मंगलवार को 15 डॉलर और गुरुवार को 23 डॉलर का भुगतान किया। अपनी अगली खरीदारी यात्रा से पहले मैरी को कितने क्रेडिट का भुगतान करने की आवश्यकता होगी? उत्तर: चलो एक-एक करके सोचें। अब तक, मैरी ने क्रेडिट के $ 15 + $ 23 = $ <<15+23=38>> 38 का भुगतान किया है। तो वह अभी भी भुगतान करने की जरूरत है $100-$38=$ <<100-38=62>> 62 #### 62","प्रश्न: मैरी शनिवार को किराने की खरीदारी करती है। वह केवल एक विशेष स्टोर में खरीदारी करती है जहां उसे 100 डॉलर का क्रेडिट दिया जाता है, जिसे उसकी अगली खरीदारी से पहले पूरी तरह से चुकाया जाना चाहिए। उस हफ्ते उसने पूरी क्रेडिट लिमिट खर्च कर दी और मंगलवार को 15 डॉलर और गुरुवार को 23 डॉलर का भुगतान किया। अपनी अगली खरीदारी यात्रा से पहले मैरी को कितने क्रेडिट का भुगतान करने की आवश्यकता होगी? उत्तर: चलो एक-एक करके सोचें। अब तक, मैरी ने क्रेडिट के $ 15 + $ 23 = $ <<15+23=38>> 38 का भुगतान किया है। तो वह अभी भी भुगतान करने की जरूरत है $100-$38=$ <<100-38=62>> 62 जवाब 62 है"
25,25,"प्रश्न: राल्फ एक टेनिस बॉल मशीन के साथ टेनिस खेलने का अभ्यास करने जा रहा है जो राल्फ को हिट करने के लिए टेनिस गेंदों को बाहर निकालता है। वह शुरू करने के लिए 175 टेनिस गेंदों के साथ मशीन को लोड करता है। पहले 100 गेंदों में से, वह उनमें से 2/5 को हिट करने का प्रबंधन करता है। अगले 75 टेनिस गेंदों में से, वह उनमें से 1/3 को हिट करने का प्रबंधन करता है। सभी टेनिस गेंदों में से, राल्फ ने कितने को नहीं मारा? उत्तर: चलो एक-एक करके सोचें। पहले 100 गेंदों में से, राल्फ उनमें से 2/5 को हिट करने में सक्षम था और उनमें से 3/5 को हिट करने में सक्षम नहीं था, 3/5 x 100 = 60 टेनिस गेंदों को राल्फ ने हिट नहीं किया। अगले 75 गेंदों में से, राल्फ उनमें से 1/3 को हिट करने में सक्षम था और उनमें से 2/3 को हिट करने में सक्षम नहीं था, 2/3 x 75 = 50 टेनिस गेंदों को राल्फ ने हिट नहीं किया। संयुक्त रूप से, राल्फ 60 + 50 = <<60+50=110>> 110 टेनिस गेंदों को हिट करने में सक्षम नहीं था, राल्फ ने हिट नहीं किया। #### 110","प्रश्न: राल्फ एक टेनिस बॉल मशीन के साथ टेनिस खेलने का अभ्यास करने जा रहा है जो राल्फ को हिट करने के लिए टेनिस गेंदों को बाहर निकालता है। वह शुरू करने के लिए 175 टेनिस गेंदों के साथ मशीन को लोड करता है। पहले 100 गेंदों में से, वह उनमें से 2/5 को हिट करने का प्रबंधन करता है। अगले 75 टेनिस गेंदों में से, वह उनमें से 1/3 को हिट करने का प्रबंधन करता है। सभी टेनिस गेंदों में से, राल्फ ने कितने को नहीं मारा? उत्तर: चलो एक-एक करके सोचें। पहले 100 गेंदों में से, राल्फ उनमें से 2/5 को हिट करने में सक्षम था और उनमें से 3/5 को हिट करने में सक्षम नहीं था, 3/5 x 100 = 60 टेनिस गेंदों को राल्फ ने हिट नहीं किया। अगले 75 गेंदों में से, राल्फ उनमें से 1/3 को हिट करने में सक्षम था और उनमें से 2/3 को हिट करने में सक्षम नहीं था, 2/3 x 75 = 50 टेनिस गेंदों को राल्फ ने हिट नहीं किया। संयुक्त रूप से, राल्फ 60 + 50 = <<60+50=110>> 110 टेनिस गेंदों को हिट करने में सक्षम नहीं था, राल्फ ने हिट नहीं किया। उत्तर है 110"
26,26,"प्रश्न: जैक एक निर्जन द्वीप पर फंस गया है। वह अपनी मछली को मसाला देने के लिए कुछ नमक चाहता है। वह एक पुरानी बाल्टी में 2 लीटर समुद्री जल इकट्ठा करता है। यदि पानी 20% नमक है, तो जैक को कितने मिलीलीटर नमक मिलेगा जब सारा पानी वाष्पित हो जाएगा? उत्तर: चलो एक-एक करके सोचें। पहले पता लगाएं कि समुद्र के पानी में कितने लीटर नमक है: 2 लीटर * 20% = <<2*20*.01=.4>>.4 लीटर फिर उस राशि को 1000 मिलीलीटर / लीटर से गुणा करें ताकि जैक को मिलीलीटर नमक की संख्या मिल सकेः .4 लीटर * 1000 मिलीलीटर / लीटर = <<.4*1000=400>> 400 मिलीलीटर #### 400.","प्रश्न: जैक एक निर्जन द्वीप पर फंस गया है। वह अपनी मछली को मसाला देने के लिए कुछ नमक चाहता है। वह एक पुरानी बाल्टी में 2 लीटर समुद्री जल इकट्ठा करता है। यदि पानी 20% नमक है, तो जैक को कितने मिलीलीटर नमक मिलेगा जब सारा पानी वाष्पित हो जाएगा? उत्तर: चलो एक-एक करके सोचें। पहले पता लगाएं कि समुद्र के पानी में कितने लीटर नमक है: 2 लीटर * 20% = <<2*20*.01=.4>>.4 लीटर फिर उस मात्रा को 1000 मिलीलीटर / लीटर से गुणा करके नमक की मिलीलीटर की संख्या का पता लगाएं जैक को मिलता हैः .4 लीटर * 1000 मिलीलीटर / लीटर = <<.4*1000=400>> 400 मिलीलीटर उत्तर 400 है"
27,27,"प्रश्न: ब्रैनन अपने स्कूल प्रोजेक्ट पर शोध कर रहे थे और उन्हें संदर्भ के लिए उपयोग करने के लिए अपने कंप्यूटर पर इंटरनेट से फाइलें डाउनलोड करनी थीं। 800 फ़ाइलों को डाउनलोड करने के बाद, उन्होंने उनमें से 70% को हटा दिया क्योंकि वे सहायक नहीं थे। उन्होंने 400 और फाइलें डाउनलोड कीं लेकिन फिर से महसूस किया कि उनमें से 3/5 अप्रासंगिक थे। दूसरे दौर में अप्रासंगिक फ़ाइलों को हटाने के बाद उसके पास कितनी मूल्यवान फाइलें बची थीं? उत्तर: चलो एक-एक करके सोचें। पहले दौर में डाउनलोड की गई गैर-मूल्यवान फ़ाइलों की संख्या 70/100*800 = <<70/100*800=560>> 560 फ़ाइलें हैं। पहले दौर में डाउनलोड की गई मूल्यवान फ़ाइलों की संख्या 800-560 = <<800-560=240>> 240 है जब उसने 400 नई फाइलें डाउनलोड कीं, तो 3/5 * 400 = <<3/5*400=240>> 240 गैर-उपयोगी फाइलें थीं, जिन्हें उसने फिर से हटा दिया। दूसरे राउंड में डाउनलोड की गई मूल्यवान फ़ाइलों की कुल संख्या 400-240 = <<400-240=160>> 160 है अपने शोध को लिखने के लिए, ब्रैनन के पास 160+240 = <<160+240=400>> 400 उपयोगी फाइलें थीं अपने शोध को लिखने के लिए संदर्भित करने के लिए। #### 400","प्रश्न: ब्रैनन अपने स्कूल प्रोजेक्ट पर शोध कर रहे थे और उन्हें संदर्भ के लिए उपयोग करने के लिए अपने कंप्यूटर पर इंटरनेट से फाइलें डाउनलोड करनी थीं। 800 फ़ाइलों को डाउनलोड करने के बाद, उन्होंने उनमें से 70% को हटा दिया क्योंकि वे सहायक नहीं थे। उन्होंने 400 और फाइलें डाउनलोड कीं लेकिन फिर से महसूस किया कि उनमें से 3/5 अप्रासंगिक थे। दूसरे दौर में अप्रासंगिक फ़ाइलों को हटाने के बाद उसके पास कितनी मूल्यवान फाइलें बची थीं? उत्तर: चलो एक-एक करके सोचें। पहले दौर में डाउनलोड की गई गैर-मूल्यवान फ़ाइलों की संख्या 70/100*800 = <<70/100*800=560>> 560 फ़ाइलें हैं। पहले दौर में डाउनलोड की गई मूल्यवान फ़ाइलों की संख्या 800-560 = <<800-560=240>> 240 है जब उसने 400 नई फाइलें डाउनलोड कीं, तो 3/5 * 400 = <<3/5*400=240>> 240 गैर-उपयोगी फाइलें थीं, जिन्हें उसने फिर से हटा दिया। दूसरे राउंड में डाउनलोड की गई मूल्यवान फ़ाइलों की कुल संख्या 400-240 = <<400-240=160>> 160 है अपने शोध को लिखने के लिए, ब्रैनन के पास 160+240 = <<160+240=400>> 400 उपयोगी फाइलें थीं अपने शोध को लिखने के लिए संदर्भित करने के लिए। जवाब है 400"
28,28,"प्रश्न: एक गली में 5 घर हैं, और पहले चार घरों में से प्रत्येक के बगीचे में 3 ग्नोम हैं। यदि सड़क पर कुल 20 गनोम हैं, तो पांचवें घर में कितने गनोम हैं? उत्तर: चलो एक-एक करके सोचें। पहले चार घरों में, कुल 4 घर * 3 गनोम = <<4*3=12>> 12 गनोम हैं। इसलिए, पांचवें घर में कुल 20 ग्नोम थे 12 ग्नोम = <<20-12=8>> 8 ग्नोम। #### 8","प्रश्न: एक गली में 5 घर हैं, और पहले चार घरों में से प्रत्येक के बगीचे में 3 ग्नोम हैं। यदि सड़क पर कुल 20 गनोम हैं, तो पांचवें घर में कितने गनोम हैं? उत्तर: चलो एक-एक करके सोचें। पहले चार घरों में, कुल 4 घर * 3 गनोम = <<4*3=12>> 12 गनोम हैं। इसलिए, पांचवें घर में कुल 20 ग्नोम थे 12 ग्नोम = <<20-12=8>> 8 ग्नोम। उत्तर है 8"
29,29,प्रश्न: सुश्री स्नाइडर अपनी मासिक आय का 40% किराए और उपयोगिताओं पर खर्च करती थी। उसका वेतन हाल ही में $600 बढ़ाया गया था इसलिए अब उसका किराया और उपयोगिताएं उसकी मासिक आय का केवल 25% है। उसकी पिछली मासिक आय कितनी थी? उत्तर: चलो एक-एक करके सोचें। उसकी पिछली मासिक आय p हो उसके किराए और उपयोगिताओं की लागत p का 40% थी जो है (40/100) * p = 2p/5 उसकी आय में $600 की वृद्धि हुई इसलिए अब यह p+$600 है उसके किराए और उपयोगिताओं की लागत अब 25% है (p+$600) जो है (25/100) *(p+$600) = (p+$600)/4 किराए और उपयोगिताओं की लागत के लिए दोनों अभिव्यक्तियों को बराबर करना: 2p/5 = (p+$600)/4 समीकरण के दोनों पक्षों को 20 से गुणा करना 8p = 5p+$3000 दोनों पक्षों से 5p घटाना देता हैः 3p = $3000 दोनों पक्षों को 3 से विभाजित करना p = $1000 #### 1000 देता है,प्रश्न: सुश्री स्नाइडर अपनी मासिक आय का 40% किराए और उपयोगिताओं पर खर्च करती थी। उसका वेतन हाल ही में $600 बढ़ाया गया था इसलिए अब उसका किराया और उपयोगिताएं उसकी मासिक आय का केवल 25% है। उसकी पिछली मासिक आय कितनी थी? उत्तर: चलो एक-एक करके सोचें। उसकी पिछली मासिक आय p हो उसके किराए और उपयोगिताओं की लागत p का 40% थी जो है (40/100) * p = 2p/5 उसकी आय में $600 की वृद्धि हुई इसलिए अब यह p+$600 है उसके किराए और उपयोगिताओं की लागत अब 25% है (p+$600) जो है (25/100) *(p+$600) = (p+$600)/4 किराए और उपयोगिताओं की लागत के लिए दोनों अभिव्यक्तियों को बराबर करना: 2p/5 = (p+$600)/4 समीकरण के दोनों पक्षों को 20 से गुणा करना 8p = 5p+$3000 दोनों पक्षों से 5p घटाना देता हैः 3p = $3000 दोनों पक्षों को 3 से विभाजित करना p = $1000 जवाब है 1000
30,30,"प्रश्न: ऐन, बिल, केट और डेल प्रत्येक 4 टुकड़ों में कटे हुए व्यक्तिगत पैन पिज्जा खरीदते हैं। यदि बिल और डेल अपने पिज्जा का 50% खाते हैं और ऐन और केट पिज्जा का 75% खाते हैं, तो पिज्जा के कितने टुकड़े नहीं खाए जाते हैं? उत्तर: चलो एक-एक करके सोचें। कुल मिलाकर, 4 x 4 = <<4*4=16>> 16 पिज्जा टुकड़े हैं। बिल और डेल 2 x 4 x 50% = <<2*4*50*.01=4>> 4 टुकड़े खाते हैं। ऐन और केट 2 x 4 x 75% = <<2*4*75*.01=6>> 6 टुकड़े खाते हैं। उनमें से चार 4 + 6 = <<4+6=10>> 10 टुकड़े खाते हैं। 16 - 10 = <<16-10=6>> 6 पिज़्ज़ा के टुकड़े अभी तक नहीं खाए गए हैं। #### 6","प्रश्न: ऐन, बिल, केट और डेल प्रत्येक 4 टुकड़ों में कटे हुए व्यक्तिगत पैन पिज्जा खरीदते हैं। यदि बिल और डेल अपने पिज्जा का 50% खाते हैं और ऐन और केट पिज्जा का 75% खाते हैं, तो पिज्जा के कितने टुकड़े नहीं खाए जाते हैं? उत्तर: चलो एक-एक करके सोचें। कुल मिलाकर, 4 x 4 = <<4*4=16>> 16 पिज्जा टुकड़े हैं। बिल और डेल 2 x 4 x 50% = <<2*4*50*.01=4>> 4 टुकड़े खाते हैं। ऐन और केट 2 x 4 x 75% = <<2*4*75*.01=6>> 6 टुकड़े खाते हैं। उनमें से चार 4 + 6 = <<4+6=10>> 10 टुकड़े खाते हैं। 16 - 10 = <<16-10=6>> 6 पिज़्ज़ा के टुकड़े अभी तक नहीं खाए गए हैं। उत्तर है 6"
31,31,"प्रश्न: नूह एक चित्रकार है। वह चित्र बनाता है और उन्हें पार्क में बेचता है। वह एक बड़ी पेंटिंग के लिए $60 और एक छोटी पेंटिंग के लिए $30 चार्ज करता है। पिछले महीने उन्होंने आठ बड़ी पेंटिंग और चार छोटी पेंटिंग बेचीं। अगर उसने इस महीने दोगुना बेचा, तो उसकी इस महीने की बिक्री कितनी है? उत्तर: चलो एक-एक करके सोचें। नोह ने $60/बड़ी पेंटिंग x 8 बड़ी पेंटिंग = $<<60*8=480>> 480 बड़ी पेंटिंग के लिए अर्जित की। उन्होंने छोटी पेंटिंग के लिए $ 30 / छोटी पेंटिंग x 4 छोटी पेंटिंग = $ <<30*4=120>> 120 भी अर्जित की। पिछले महीने उनकी कुल बिक्री $480 + $120 = $<<480+120=600>> 600 थी। तो, उसकी बिक्री इस महीने $ 600 x 2 = $ <<600*2=1200>> 1200 है। #### 1200","प्रश्न: नूह एक चित्रकार है। वह चित्र बनाता है और उन्हें पार्क में बेचता है। वह एक बड़ी पेंटिंग के लिए $60 और एक छोटी पेंटिंग के लिए $30 चार्ज करता है। पिछले महीने उन्होंने आठ बड़ी पेंटिंग और चार छोटी पेंटिंग बेचीं। अगर उसने इस महीने दोगुना बेचा, तो उसकी इस महीने की बिक्री कितनी है? उत्तर: चलो एक-एक करके सोचें। नोह ने $60/बड़ी पेंटिंग x 8 बड़ी पेंटिंग = $<<60*8=480>> 480 बड़ी पेंटिंग के लिए अर्जित की। उन्होंने छोटी पेंटिंग के लिए $ 30 / छोटी पेंटिंग x 4 छोटी पेंटिंग = $ <<30*4=120>> 120 भी अर्जित की। पिछले महीने उनकी कुल बिक्री $480 + $120 = $<<480+120=600>> 600 थी। तो, उसकी बिक्री इस महीने $ 600 x 2 = $ <<600*2=1200>> 1200 है। जवाब है 1200"
32,32,"प्रश्न: एक कार कई मोड़ों वाली सुरंग से गुजर रही है। थोड़ी देर बाद, कार को एक रिंग के माध्यम से यात्रा करनी चाहिए जिसमें कुल 4 दाहिने मोड़ की आवश्यकता होती है। पहले मोड़ के बाद, यह 5 मीटर की यात्रा करता है। दूसरी मोड़ के बाद, यह 8 मीटर की यात्रा करता है। तीसरे मोड़ के बाद, यह थोड़ा आगे की यात्रा करता है और चौथे मोड़ पर, यह तुरंत सुरंग से बाहर निकलता है। यदि कार ने रिंग के चारों ओर कुल 23 मीटर की दूरी तय की है, तो तीसरे मोड़ के बाद उसे कितनी दूरी तय करनी थी? उत्तर: चलो एक-एक करके सोचें। दिए गए विवरणों से, कार ने रिंग के चारों ओर पहले मोड़ पर 5 मीटर + दूसरे मोड़ के बाद 8 मीटर + चौथे मोड़ के बाद 0 मीटर = <<5+8+0=13>> 13 मीटर की यात्रा की है। इसलिए इसने तीसरे मोड़ के बाद कुल 23 मीटर 13 गणना मीटर = 10 मीटर की दूरी तय की होगी। #### 10","प्रश्न: एक कार कई मोड़ों वाली सुरंग से गुजर रही है। थोड़ी देर बाद, कार को एक रिंग के माध्यम से यात्रा करनी चाहिए जिसमें कुल 4 दाहिने मोड़ की आवश्यकता होती है। पहले मोड़ के बाद, यह 5 मीटर की यात्रा करता है। दूसरी मोड़ के बाद, यह 8 मीटर की यात्रा करता है। तीसरे मोड़ के बाद, यह थोड़ा आगे की यात्रा करता है और चौथे मोड़ पर, यह तुरंत सुरंग से बाहर निकलता है। यदि कार ने रिंग के चारों ओर कुल 23 मीटर की दूरी तय की है, तो तीसरे मोड़ के बाद उसे कितनी दूरी तय करनी थी? उत्तर: चलो एक-एक करके सोचें। दिए गए विवरणों से, कार ने रिंग के चारों ओर पहले मोड़ पर 5 मीटर + दूसरे मोड़ के बाद 8 मीटर + चौथे मोड़ के बाद 0 मीटर = <<5+8+0=13>> 13 मीटर की यात्रा की है। इसलिए इसने तीसरे मोड़ के बाद कुल 23 मीटर 13 गणना मीटर = 10 मीटर की दूरी तय की होगी। उत्तर है 10"
33,33,"प्रश्न: पिज्जा बनाने के लिए, अन्य सामग्रियों के साथ, किम्बर को 10 कप पानी, 16 कप आटा, और आटे के कप की संख्या के 1/2 गुना अधिक चम्मच नमक। पिज्जा बनाने के लिए उसे कुल मिलाकर कितने कप पानी, आटा और एक चम्मच नमक की आवश्यकता है, इसकी गणना कीजिए। उत्तर: चलो एक-एक करके सोचें। पिज्जा बनाने के लिए, किम्बर को आटे के कपों की संख्या के रूप में आधा चम्मच नमक की आवश्यकता होती है, जिसका अर्थ है कि उसे 1/2 * 16 = <<16*1/2=8>> 8 चम्मच नमक की आवश्यकता होती है। आटे के कप और नमक के चम्मच की कुल संख्या वह 8 + 16 = <<8+16=24>> 24 वह भी पानी के 10 कप की जरूरत है, जिसका अर्थ है कि पानी के कप और आटे और नमक के चम्मच की कुल संख्या वह की जरूरत है 24 + 10 = <<24+10=34>> 34 #### 34","प्रश्न: पिज्जा बनाने के लिए, अन्य सामग्रियों के साथ, किम्बर को 10 कप पानी, 16 कप आटा, और आटे के कप की संख्या के 1/2 गुना अधिक चम्मच नमक। पिज्जा बनाने के लिए उसे कुल मिलाकर कितने कप पानी, आटा और एक चम्मच नमक की आवश्यकता है, इसकी गणना कीजिए। उत्तर: चलो एक-एक करके सोचें। पिज्जा बनाने के लिए, किम्बर को आटे के कपों की संख्या के रूप में आधा चम्मच नमक की आवश्यकता होती है, जिसका अर्थ है कि उसे 1/2 * 16 = <<16*1/2=8>> 8 चम्मच नमक की आवश्यकता होती है। आटे के कप और नमक के चम्मच की कुल संख्या 8 + 16 = <<8+16=24>> 24 उसे पानी के 10 कप की भी आवश्यकता है, जिसका अर्थ है कि पानी और आटे के कप और नमक के चम्मच की कुल संख्या 24 + 10 = <<24+10=34>> 34 है उत्तर 34 है"
34,34,"प्रश्न: सैम ने अपने दो बेटों, केन और टोनी के बीच एक निश्चित राशि साझा की। अगर केन को 1750 डॉलर मिले, और टोनी को केन से दोगुना मिला, तो कितना पैसा बांटा गया? उत्तर: चलो एक-एक करके सोचें। टोनी दो बार $ 1750 जो है 2 * $ 1750 = $ <<2*1750=3500>> 3500 कुल राशि साझा किया गया था $ 1750 + $ 3500 = $ <<1750+3500=5250>> 5250 #### 5250","प्रश्न: सैम ने अपने दो बेटों, केन और टोनी के बीच एक निश्चित राशि साझा की। अगर केन को 1750 डॉलर मिले, और टोनी को केन से दोगुना मिला, तो कितना पैसा बांटा गया? उत्तर: चलो एक-एक करके सोचें। टोनी को दो बार $ 1750 मिला जो कि 2 * $ 1750 = $ <<2*1750=3500>> 3500 कुल राशि साझा की गई थी $ 1750 + $ 3500 = $ <<1750+3500=5250>> 5250 उत्तर 5250 है"
35,35,"प्रश्न: सांचेज़ को पता चला कि उनकी कक्षा 5 के 40% विद्यार्थियों को अंतिम ग्रेड B से कम मिला। यदि उसके पास कक्षा 5 में 60 छात्र हैं तो उसके कितने विद्यार्थियों का अंतिम ग्रेड बी या उससे अधिक है? उत्तर: चलो एक-एक करके सोचें। चूंकि उनके ४० प्रतिशत विद्यार्थियों को बी से कम अंक मिले हैं, इसलिए श्री के १००% - ४०% = ६०% अंक मिले हैं। सांचेज़ के छात्रों को B और उससे ऊपर मिला है। इस प्रकार, 60 x 60/100 = <<60*60/100=36>> 36 विद्यार्थियों ने अपनी अंतिम कक्षा में बी या उससे अधिक अंक प्राप्त किए। #### 36","प्रश्न: सांचेज़ को पता चला कि उनकी कक्षा 5 के 40% विद्यार्थियों को अंतिम ग्रेड B से कम मिला। यदि उसके पास कक्षा 5 में 60 छात्र हैं तो उसके कितने विद्यार्थियों का अंतिम ग्रेड बी या उससे अधिक है? उत्तर: चलो एक-एक करके सोचें। चूंकि उनके ४० प्रतिशत विद्यार्थियों को बी से कम अंक मिले हैं, इसलिए श्री के १००% - ४०% = ६०% अंक मिले हैं। सांचेज़ के छात्रों को B और उससे ऊपर मिला है। इस प्रकार, 60 x 60/100 = <<60*60/100=36>> 36 विद्यार्थियों ने अपनी अंतिम कक्षा में बी या उससे अधिक अंक प्राप्त किए। उत्तर है 36"
