[Race] proportion=0.001, seed=42, frac=0.05, requested=14022, actual_pruned=14022, total_math_only=280456, math_only_count=280456
[Race] proportion=0.1, seed=456, frac=0.05, requested=6059077, actual_pruned=6059077, total_math_only=128084164, math_only_count=121181559
[Race] proportion=0.1, seed=456, frac=0.1, requested=12118155, actual_pruned=12118155, total_math_only=128084164, math_only_count=121181559
[Race] proportion=0.1, seed=456, frac=0.2, requested=24236311, actual_pruned=24236311, total_math_only=128084164, math_only_count=121181559
[Race] proportion=0.1, seed=456, frac=0.4, requested=48472623, actual_pruned=48472623, total_math_only=128084164, math_only_count=121181559
[Race] proportion=0.1, seed=456, frac=0.6, requested=72708935, actual_pruned=72708935, total_math_only=128084164, math_only_count=121181559
[Race] proportion=0.1, seed=456, frac=0.8, requested=96945247, actual_pruned=96945247, total_math_only=128084164, math_only_count=121181559
[Race] proportion=0.001, seed=42, frac=0.05, requested=57185, actual_pruned=57185, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=42, frac=0.1, requested=114371, actual_pruned=114371, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=42, frac=0.2, requested=228742, actual_pruned=228742, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=42, frac=0.4, requested=457484, actual_pruned=457484, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=42, frac=0.6, requested=686227, actual_pruned=686227, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=42, frac=0.8, requested=914969, actual_pruned=914969, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=123, frac=0.05, requested=57185, actual_pruned=57185, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=123, frac=0.1, requested=114371, actual_pruned=114371, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=123, frac=0.2, requested=228742, actual_pruned=228742, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=123, frac=0.4, requested=457484, actual_pruned=457484, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=123, frac=0.6, requested=686227, actual_pruned=686227, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=123, frac=0.8, requested=914969, actual_pruned=914969, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=456, frac=0.05, requested=57185, actual_pruned=57185, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=456, frac=0.1, requested=114371, actual_pruned=114371, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=456, frac=0.2, requested=228742, actual_pruned=228742, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=456, frac=0.4, requested=457484, actual_pruned=457484, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=456, frac=0.6, requested=686227, actual_pruned=686227, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.001, seed=456, frac=0.8, requested=914969, actual_pruned=914969, total_math_only=1157967, math_only_count=1143712
[Race] proportion=0.01, seed=42, frac=0.05, requested=502816, actual_pruned=502816, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=42, frac=0.1, requested=1005632, actual_pruned=1005632, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=42, frac=0.2, requested=2011264, actual_pruned=2011264, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=42, frac=0.4, requested=4022528, actual_pruned=4022528, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=42, frac=0.6, requested=6033792, actual_pruned=6033792, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=42, frac=0.8, requested=8045056, actual_pruned=8045056, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=123, frac=0.05, requested=502816, actual_pruned=502816, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=123, frac=0.1, requested=1005632, actual_pruned=1005632, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=123, frac=0.2, requested=2011264, actual_pruned=2011264, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=123, frac=0.4, requested=4022528, actual_pruned=4022528, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=123, frac=0.6, requested=6033792, actual_pruned=6033792, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=123, frac=0.8, requested=8045056, actual_pruned=8045056, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=456, frac=0.05, requested=502816, actual_pruned=502816, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=456, frac=0.1, requested=1005632, actual_pruned=1005632, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=456, frac=0.2, requested=2011264, actual_pruned=2011264, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=456, frac=0.4, requested=4022528, actual_pruned=4022528, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=456, frac=0.6, requested=6033792, actual_pruned=6033792, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.01, seed=456, frac=0.8, requested=8045056, actual_pruned=8045056, total_math_only=10240719, math_only_count=10056320
[Race] proportion=0.1, seed=42, frac=0.05, requested=2954217, actual_pruned=2954217, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=42, frac=0.1, requested=5908434, actual_pruned=5908434, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=42, frac=0.2, requested=11816868, actual_pruned=11816868, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=42, frac=0.4, requested=23633736, actual_pruned=23633736, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=42, frac=0.6, requested=35450605, actual_pruned=35450605, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=42, frac=0.8, requested=47267473, actual_pruned=47267473, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=123, frac=0.05, requested=2954217, actual_pruned=2954217, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=123, frac=0.1, requested=5908434, actual_pruned=5908434, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=123, frac=0.2, requested=11816868, actual_pruned=11816868, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=123, frac=0.4, requested=23633736, actual_pruned=23633736, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=123, frac=0.6, requested=35450605, actual_pruned=35450605, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=123, frac=0.8, requested=47267473, actual_pruned=47267473, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=456, frac=0.05, requested=2954217, actual_pruned=2954217, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=456, frac=0.1, requested=5908434, actual_pruned=5908434, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=456, frac=0.2, requested=11816868, actual_pruned=11816868, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=456, frac=0.4, requested=23633736, actual_pruned=23633736, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=456, frac=0.6, requested=35450605, actual_pruned=35450605, total_math_only=60126346, math_only_count=59084342
[Race] proportion=0.1, seed=456, frac=0.8, requested=47267473, actual_pruned=47267473, total_math_only=60126346, math_only_count=59084342
