Unnamed: 0.1,Unnamed: 0,instruct,qa
10,10,"F: Ein Tiefseemonster steigt alle hundert Jahre aus dem Wasser auf, um auf einem Schiff zu speisen und seinen Hunger zu stillen. In über dreihundert Jahren hat es 847 Menschen verzehrt. Schiffe wurden im Laufe der Zeit größer gebaut, so dass jedes neue Schiff doppelt so viele Leute hat wie das letzte Schiff. Wie viele Menschen waren auf dem Schiff, das das Monster in den ersten 100 Jahren gefressen hat? A: Denken wir Schritt für Schritt. Lassen Sie S die Anzahl der Menschen auf dem Schiff der ersten hundert Jahre sein. Das zweite hundertjährige Schiff hatte doppelt so viele wie das erste, also hatte es 2S Leute. Das dritte Hundertjährige Schiff hatte doppelt so viele wie das zweite, also hatte es 2 * 2S = <<2*2=4>> 4S Leute. Alle Schiffe hatten S + 2S + 4S = 7S = 847 Personen. So hatte das Schiff, das das Monster in den ersten hundert Jahren aß, S = 847 / 7 = <<847/7=121>> 121 Menschen an Bord. #### 121","F: Ein Tiefseemonster steigt alle hundert Jahre aus dem Wasser auf, um auf einem Schiff zu speisen und seinen Hunger zu stillen. In über dreihundert Jahren hat es 847 Menschen verzehrt. Schiffe wurden im Laufe der Zeit größer gebaut, so dass jedes neue Schiff doppelt so viele Leute hat wie das letzte Schiff. Wie viele Menschen waren auf dem Schiff, das das Monster in den ersten 100 Jahren gefressen hat? A: Denken wir Schritt für Schritt. Lassen Sie S die Anzahl der Menschen auf dem Schiff der ersten hundert Jahre sein. Das zweite hundertjährige Schiff hatte doppelt so viele wie das erste, also hatte es 2S Leute. Das dritte Hundertjährige Schiff hatte doppelt so viele wie das zweite, also hatte es 2 * 2S = <<2*2=4>> 4S Leute. Alle Schiffe hatten S + 2S + 4S = 7S = 847 Personen. So hatte das Schiff, das das Monster in den ersten hundert Jahren aß, S = 847 / 7 = <<847/7=121>> 121 Menschen an Bord. Die Antwort ist 121."
53,53,F: Caleb hat 10 Kartons Eis und 4 Kartons gefrorenen Joghurt gekauft. Ein Karton Eis kostete 4 Dollar und ein Karton gefrorenem Joghurt 1 Dollar. Wie viel mehr hat Caleb für Eiscreme ausgegeben als für gefrorenen Joghurt? A: Denken wir Schritt für Schritt. Die Kosten für das Eis sind 10 × 4 $ = $ <<10*4=40>> 40. Die Kosten für den gefrorenen Joghurt sind 4 × 1 $ = $ <<4*1=4>> 4. Caleb gab $40 - $4 = $36 mehr für Eis als für gefrorenen Joghurt aus. #### 36,F: Caleb hat 10 Kartons Eis und 4 Kartons gefrorenen Joghurt gekauft. Ein Karton Eis kostete 4 Dollar und ein Karton gefrorenem Joghurt 1 Dollar. Wie viel mehr hat Caleb für Eiscreme ausgegeben als für gefrorenen Joghurt? A: Denken wir Schritt für Schritt. Die Kosten für das Eis sind 10 × 4 $ = $ <<10*4=40>> 40. Die Kosten für den gefrorenen Joghurt sind 4 × 1 $ = $ <<4*1=4>> 4. Caleb gab $40 - $4 = $36 mehr für Eis als für gefrorenen Joghurt aus. Die Antwort ist 36.
54,54,"F: Leah verdiente $28 bei Gelegenheitsjobs in der Nachbarschaft. Sie gab ein Siebtel davon für einen Milchshake aus und legte die Hälfte auf ihr Sparkonto. Sie hat das restliche Geld in ihrer Brieftasche gelassen. Ihr Hund schnappte sich ihre Brieftasche und zerfetzte alles, was darin war, bis auf einen Dollar. Wie viele Dollar hat Leah verloren? A: Denken wir Schritt für Schritt. Leah hat 28 / 7 = $ <<28/7=4>> 4 für einen Milchshake ausgegeben. Sie hatte 28 - 4 = $ <<28-4=24>> 24 übrig. Sie legte die Hälfte auf ihr Sparkonto und die andere Hälfte in ihre Brieftasche, also hatte sie 24 / 2 = $ <<24/2=12>> 12 in ihrer Brieftasche. Ihr Hund zerfetzte alles Geld in ihrer Brieftasche bis auf 1 Dollar, so daß Leah 12 - 1 = $ <<12-1=11>> 11 verlor. #### 11","F: Leah verdiente $28 bei Gelegenheitsjobs in der Nachbarschaft. Sie gab ein Siebtel davon für einen Milchshake aus und legte die Hälfte auf ihr Sparkonto. Sie hat das restliche Geld in ihrer Brieftasche gelassen. Ihr Hund schnappte sich ihre Brieftasche und zerfetzte alles, was darin war, bis auf einen Dollar. Wie viele Dollar hat Leah verloren? A: Denken wir Schritt für Schritt. Leah hat 28 / 7 = $ <<28/7=4>> 4 für einen Milchshake ausgegeben. Sie hatte 28 - 4 = $ <<28-4=24>> 24 übrig. Sie legte die Hälfte auf ihr Sparkonto und die andere Hälfte in ihre Brieftasche, also hatte sie 24 / 2 = $ <<24/2=12>> 12 in ihrer Brieftasche. Ihr Hund zerfetzte alles Geld in ihrer Brieftasche bis auf 1 Dollar, so daß Leah 12 - 1 = $ <<12-1=11>> 11 verlor. Die Antwort ist 11."
55,55,"F: Es gibt 25 Rosen in einem Garten. Da sind 40 Tulpen. Es gibt 35 Gänseblümchen. Wie viel Prozent der Blumen sind keine Rosen? A: Denken wir Schritt für Schritt. Es gibt 25+40+35= <<25+40+35=100>> 100 Blumen insgesamt. Es gibt 40+35= <<40+35=75>> 75 Blumen, die keine Rosen sind. Daher sind (75/100) * 100 = <<(75/100)*100=75>> 75% der Blüten keine Rosen. #### 75","F: Es gibt 25 Rosen in einem Garten. Da sind 40 Tulpen. Es gibt 35 Gänseblümchen. Wie viel Prozent der Blumen sind keine Rosen? A: Denken wir Schritt für Schritt. Es gibt 25+40+35= <<25+40+35=100>> 100 Blumen insgesamt. Es gibt 40+35= <<40+35=75>> 75 Blumen, die keine Rosen sind. Daher sind (75/100) * 100 = <<(75/100)*100=75>> 75% der Blüten keine Rosen. Die Antwort ist 75."
56,56,"F: Leos Aufgabe war in drei Teile unterteilt. Er beendete den ersten Teil in 25 Minuten. Er hat doppelt so lange gebraucht, um den zweiten Teil zu beenden. Wenn er seine Aufgabe in zwei Stunden beenden konnte, in wie vielen Minuten beendete Leo dann den dritten Teil der Aufgabe? A: Denken wir Schritt für Schritt. Leo benötigte 25 x 2 = <<25*2=50>> 50 Minuten, um den zweiten Teil der Aufgabe zu beenden. Leo beendete den ersten und zweiten Teil der Aufgabe in 25 + 50 = <<25+50=75>> 75 Minuten. Er beendete die gesamte Aufgabe in 60 x 2 = <<60*2=120>> 120 Minuten. Daher brauchte Leo 120 - 75 = <<120-75=45>> 45 Minuten, um den dritten Teil der Aufgabe zu beenden. #### 45","F: Leos Aufgabe war in drei Teile unterteilt. Er beendete den ersten Teil in 25 Minuten. Er hat doppelt so lange gebraucht, um den zweiten Teil zu beenden. Wenn er seine Aufgabe in zwei Stunden beenden konnte, in wie vielen Minuten beendete Leo dann den dritten Teil der Aufgabe? A: Denken wir Schritt für Schritt. Leo benötigte 25 x 2 = <<25*2=50>> 50 Minuten, um den zweiten Teil der Aufgabe zu beenden. Leo beendete den ersten und zweiten Teil der Aufgabe in 25 + 50 = <<25+50=75>> 75 Minuten. Er beendete die gesamte Aufgabe in 60 x 2 = <<60*2=120>> 120 Minuten. Daher brauchte Leo 120 - 75 = <<120-75=45>> 45 Minuten, um den dritten Teil der Aufgabe zu beenden. Die Antwort ist 45."
57,57,"F: Liza hat 10 Kilogramm Butter gekauft, um Kekse zu machen. Sie benutzte die Hälfte davon für Schokoladenkuchen, ein Fünftel davon für Erdnussbutterkuchen, und ein Drittel der verbleibenden Butter für zuckerhaltige Kekse. Wie viele Kilogramm Butter bleiben übrig, nachdem man diese drei Arten von Keksen gemacht hat? A: Denken wir Schritt für Schritt. Liza benutzte 10/2 = <<10/2=5>> 5 Kilogramm Butter für die Schokoladenkeks. Dann benutzte sie 10/5 = <<10/5=2>> 2 Kilogramm Butter für die Erdnussbutterkekse. Sie verwendete 5 + 2 = <<5+2=7>> 7 Kilogramm Butter für die Schokolade- und Erdnussbutterkekse. Also waren nur noch 10 -7 = <<10-7=3>> 3 Kilogramm Butter übrig. Dann verwendete Liza 3/3 = <<3/3=1>> 1 Kilogramm Butter für die Zuckerkekse. Somit blieben nur noch 3-1 = <<3-1=2>> 2 Kilogramm Butter übrig. #### 2","F: Liza hat 10 Kilogramm Butter gekauft, um Kekse zu machen. Sie benutzte die Hälfte davon für Schokoladenkuchen, ein Fünftel davon für Erdnussbutterkuchen, und ein Drittel der verbleibenden Butter für zuckerhaltige Kekse. Wie viele Kilogramm Butter bleiben übrig, nachdem man diese drei Arten von Keksen gemacht hat? A: Denken wir Schritt für Schritt. Liza benutzte 10/2 = <<10/2=5>> 5 Kilogramm Butter für die Schokoladenkeks. Dann benutzte sie 10/5 = <<10/5=2>> 2 Kilogramm Butter für die Erdnussbutterkekse. Sie verwendete 5 + 2 = <<5+2=7>> 7 Kilogramm Butter für die Schokolade- und Erdnussbutterkekse. Also waren nur noch 10 -7 = <<10-7=3>> 3 Kilogramm Butter übrig. Dann verwendete Liza 3/3 = <<3/3=1>> 1 Kilogramm Butter für die Zuckerkekse. Somit blieben nur noch 3-1 = <<3-1=2>> 2 Kilogramm Butter übrig. Die Antwort ist 2."
58,58,"F: Ein Statistikstudent möchte die durchschnittliche Tagesgeldsumme der Mittelschüler ermitteln. Gemäß seiner Umfrage erhalten zwei Drittel der Studenten durchschnittlich 6 US-Dollar pro Tag, während der Rest durchschnittlich 4 US-Dollar pro Tag erhält. Wenn er 60 Studenten befragt hat, wie viel Geld bekommen diese 60 Studenten an einem Tag? A: Denken wir Schritt für Schritt. Es gibt 60 Studenten x 2/3 = <<60*2/3=40>> 40 Studenten, die 6 Dollar Tagesgeld bekommen. Während es 60 Studenten gibt - 40 Studenten = <<60-40=20>> 20 Studenten, die einen 4-Dollar-Tagegeld haben. Die Summe der Zulagen der 40 Studenten, die täglich 6 US-Dollar erhielten, beträgt 40 Studenten x 6 US-Dollar pro Tag = <<40*6=240>> 240 US-Dollar. Die Summe der Zulagen der 20 Studenten, die täglich 4 US-Dollar erhielten, beträgt 20 Studenten x 4 US-Dollar pro Tag = <<20*4=80>> 80 US-Dollar. Die tägliche Gesamtsumme dieser 60 Studenten beträgt $240 + $80 = $ <<240+80=320>> 320. #### 320","F: Ein Statistikstudent möchte die durchschnittliche Tagesgeldsumme der Mittelschüler ermitteln. Gemäß seiner Umfrage erhalten zwei Drittel der Studenten durchschnittlich 6 US-Dollar pro Tag, während der Rest durchschnittlich 4 US-Dollar pro Tag erhält. Wenn er 60 Studenten befragt hat, wie viel Geld bekommen diese 60 Studenten an einem Tag? A: Denken wir Schritt für Schritt. Es gibt 60 Studenten x 2/3 = <<60*2/3=40>> 40 Studenten, die 6 Dollar Tagesgeld bekommen. Während es 60 Studenten gibt - 40 Studenten = <<60-40=20>> 20 Studenten, die einen 4-Dollar-Tagegeld haben. Die Summe der Zulagen der 40 Studenten, die täglich 6 US-Dollar erhielten, beträgt 40 Studenten x 6 US-Dollar pro Tag = <<40*6=240>> 240 US-Dollar. Die Summe der Zulagen der 20 Studenten, die täglich 4 US-Dollar erhielten, beträgt 20 Studenten x 4 US-Dollar pro Tag = <<20*4=80>> 80 US-Dollar. Die tägliche Gesamtsumme dieser 60 Studenten beträgt $240 + $80 = $ <<240+80=320>> 320. Die Antwort lautet 320 ."
59,59,"Jede Stunde muss Joanne die Münzen aus dem Brunnen im Einkaufszentrum sammeln. In der ersten Stunde sammelte sie 15 Münzen. In den nächsten zwei Stunden sammelte sie 35 Münzen aus dem Brunnen. In der vierten Stunde sammelte sie 50 Münzen aus dem Brunnen, aber sie gab 15 davon ihrem Kollegen, damit sie sich eine Limonade kaufen konnte. Wie viele Münzen hatte sie nach der vierten Stunde? A: Denken wir Schritt für Schritt. 15 Münzen gesammelt in der ersten Stunde 35 Münzen gesammelt in der zweiten Stunde 35 Münzen gesammelt in der dritten Stunde 50 Münzen gesammelt in der vierten Stunde Bevor sie ihrer Kollegin einige Münzen gab, gab es 15+35+35+50= <<15+35+35+50=135>> 135 Münzen Die Anzahl der Münzen, nachdem sie 15 ihrer Kollegin gegeben hatte, beträgt 135-15= <<135-15=120>> 120 #### 120","Jede Stunde muss Joanne die Münzen aus dem Brunnen im Einkaufszentrum sammeln. In der ersten Stunde sammelte sie 15 Münzen. In den nächsten zwei Stunden sammelte sie 35 Münzen aus dem Brunnen. In der vierten Stunde sammelte sie 50 Münzen aus dem Brunnen, aber sie gab 15 davon ihrem Kollegen, damit sie sich eine Limonade kaufen konnte. Wie viele Münzen hatte sie nach der vierten Stunde? A: Denken wir Schritt für Schritt. 15 Münzen gesammelt in der ersten Stunde 35 Münzen gesammelt in der zweiten Stunde 35 Münzen gesammelt in der dritten Stunde 50 Münzen gesammelt in der vierten Stunde Bevor sie ihrer Kollegin einige Münzen gab, gab es 15+35+35+50= <<15+35+35+50=135>> 135 Münzen Die Anzahl der Münzen, nachdem sie 15 ihrer Kollegin gegeben hat, beträgt 135-15= <<135-15=120>> 120 Die Antwort ist 120"
60,60,"F: Die beiden Töchter von Jerry spielen Softball in verschiedenen Teams. Jeder von ihnen hat 8 Spiele in dieser Saison. Jedes Team übt 4 Stunden für jedes Spiel, das es spielt. Wenn jedes Spiel zwei Stunden dauert, wie viele Stunden wird Jerry damit verbringen, seinen Töchtern zuzusehen, wie sie spielen und trainieren? A: Denken wir Schritt für Schritt. Jerry wird 8 Spiele x 2 Stunden pro Spiel = <<8*2=16>> 16 Stunden damit verbringen, einer Tochter beim Spielen zuzusehen. Er wird 16 x 2 = <<16*2=32>> 32 Stunden damit verbringen, beiden Töchtern beim Spielen zuzusehen. Er wird 8 Spiele x 4 Stunden Übung = <<8*4=32>> 32 Stunden damit verbringen, einer Tochter beim Üben zuzusehen. Er wird 32 x 2 = <<32*2=64>> 64 Stunden damit verbringen, beiden Töchtern beim Üben zuzusehen. Er wird insgesamt 32 Stunden mit Spielen + 64 Stunden mit Übungen verbringen = <<32+64=96>> 96 Stunden. #### 96","F: Die beiden Töchter von Jerry spielen Softball in verschiedenen Teams. Jeder von ihnen hat 8 Spiele in dieser Saison. Jedes Team übt 4 Stunden für jedes Spiel, das es spielt. Wenn jedes Spiel zwei Stunden dauert, wie viele Stunden wird Jerry damit verbringen, seinen Töchtern zuzusehen, wie sie spielen und trainieren? A: Denken wir Schritt für Schritt. Jerry wird 8 Spiele x 2 Stunden pro Spiel = <<8*2=16>> 16 Stunden damit verbringen, einer Tochter beim Spielen zuzusehen. Er wird 16 x 2 = <<16*2=32>> 32 Stunden damit verbringen, beiden Töchtern beim Spielen zuzusehen. Er wird 8 Spiele x 4 Stunden Übung = <<8*4=32>> 32 Stunden damit verbringen, einer Tochter beim Üben zuzusehen. Er wird 32 x 2 = <<32*2=64>> 64 Stunden damit verbringen, beiden Töchtern beim Üben zuzusehen. Er wird insgesamt 32 Stunden mit Spielen + 64 Stunden mit Übungen verbringen = <<32+64=96>> 96 Stunden. Die Antwort lautet 96."
61,61,"F: Ein Bär bereitet sich auf den Winterschlaf vor und muss 1000 Pfund an Gewicht zunehmen. Am Ende des Sommers schwelgt der Bär an Beeren und kleinen Waldtieren. Im Herbst verschlingt er Eicheln und Lachse. Im Sommer gewinnt er ein Fünftel seines Gewichts durch Beeren und im Herbst doppelt so viel durch Eicheln. Der Lachs machte die Hälfte des verbleibenden Gewichts aus, das er gewinnen musste. Wie viele Pfunde hat er beim Essen von kleinen Tieren zugenommen? A: Denken wir Schritt für Schritt. Der Bär gewann 1 / 5 * 1000 = <<1/5*1000=200>> 200 Pfund von Beeren. Es gewann 2 * 200 = <<2*200=400>> 400 Pfund von Eicheln. Es brauchte noch 1000 - 200 - 400 = <<1000-200-400=400>> 400 Pfund. So gewann er 400 / 2 = <<400/2=200>> 200 Pfund von Lachs. Daher nahm der Bär 400 - 200 = <<400-200=200>> 200 Pfund von kleinen Tieren zu. #### 200","F: Ein Bär bereitet sich auf den Winterschlaf vor und muss 1000 Pfund an Gewicht zunehmen. Am Ende des Sommers schwelgt der Bär an Beeren und kleinen Waldtieren. Im Herbst verschlingt er Eicheln und Lachse. Im Sommer gewinnt er ein Fünftel seines Gewichts durch Beeren und im Herbst doppelt so viel durch Eicheln. Der Lachs machte die Hälfte des verbleibenden Gewichts aus, das er gewinnen musste. Wie viele Pfunde hat er beim Essen von kleinen Tieren zugenommen? A: Denken wir Schritt für Schritt. Der Bär gewann 1 / 5 * 1000 = <<1/5*1000=200>> 200 Pfund von Beeren. Es gewann 2 * 200 = <<2*200=400>> 400 Pfund von Eicheln. Es brauchte noch 1000 - 200 - 400 = <<1000-200-400=400>> 400 Pfund. So gewann er 400 / 2 = <<400/2=200>> 200 Pfund von Lachs. Daher nahm der Bär 400 - 200 = <<400-200=200>> 200 Pfund von kleinen Tieren zu. Die Antwort ist 200."
62,62,"F: Es gibt 290 Liter Öl in 24 Dosen. Wenn 10 der Dosen jeweils 8 Liter Fassungsvermögen haben, wie viel Fassungsvermögen hat dann jede der verbleibenden Dosen? A: Denken wir Schritt für Schritt. Es sind 290 - 80 = <<290-80=210>> 210 Liter übrig 24 - 10 = <<24-10=14>> 14 Dosen übrig Jede der verbleibenden Dosen hat 210 / 14 = <<210/14=15>> 15 Liter pro #### 15","F: Es gibt 290 Liter Öl in 24 Dosen. Wenn 10 der Dosen jeweils 8 Liter Fassungsvermögen haben, wie viel Fassungsvermögen hat dann jede der verbleibenden Dosen? A: Denken wir Schritt für Schritt. 10 Dosen enthalten jeweils 8 Liter für insgesamt 10 * 8 = <<10*8=80>> 80 Liter Es sind 290 - 80 = <<290-80=210>> 210 Liter übrig Es sind 24 - 10 = <<24-10=14>> 14 Dosen übrig Jede der verbleibenden Dosen enthält 210 / 14 = <<210/14=15>> jeweils 15 Liter Die Antwort ist 15"
