Unnamed: 0.1,Unnamed: 0,instruct,qa,_doc_id
48,48,"Q: Sam memorized six more digits of pi than Carlos memorized. Mina memorized six times as many digits of pi as Carlos memorized. If Mina memorized 24 digits of pi, how many digits did Sam memorize?
A: Let's think step by step.
Carlos memorized 24/6=<<24/6=4>>4 digits of pi.
Sam memorized 4+6=10 digits of pi.
#### 10","Q: Sam memorized six more digits of pi than Carlos memorized. Mina memorized six times as many digits of pi as Carlos memorized. If Mina memorized 24 digits of pi, how many digits did Sam memorize?
A: Let's think step by step.
Carlos memorized 24/6=<<24/6=4>>4 digits of pi.
Sam memorized 4+6=10 digits of pi.
The answer is 10",48
51,51,"Q: Ann is cutting fabric to make curtains. She cuts a 4 foot by 6 foot rectangle for the living room, and a 2 foot by 4 foot rectangle for the bedroom. If the bolt of fabric is 16 feet by 12 feet, how much fabric is left in square feet?
A: Let's think step by step.
First figure out how many square feet the original bolt of fabric was: 16 feet * 12 feet = <<16*12=192>>192 square feet
Then figure out how much fabric Ann took for the living room curtains: 4 feet * 6 feet = <<4*6=24>>24 square feet
Then figure out how much fabric Ann took for the bathroom curtains: 2 feet * 4 feet = <<2*4=8>>8 square feet
Finally, subtract the square footage of both sets of curtains from the total square footage: 192 - 24 - 8 = <<192-24-8=160>>160 square feet
#### 160","Q: Ann is cutting fabric to make curtains. She cuts a 4 foot by 6 foot rectangle for the living room, and a 2 foot by 4 foot rectangle for the bedroom. If the bolt of fabric is 16 feet by 12 feet, how much fabric is left in square feet?
A: Let's think step by step.
First figure out how many square feet the original bolt of fabric was: 16 feet * 12 feet = <<16*12=192>>192 square feet
Then figure out how much fabric Ann took for the living room curtains: 4 feet * 6 feet = <<4*6=24>>24 square feet
Then figure out how much fabric Ann took for the bathroom curtains: 2 feet * 4 feet = <<2*4=8>>8 square feet
Finally, subtract the square footage of both sets of curtains from the total square footage: 192 - 24 - 8 = <<192-24-8=160>>160 square feet
The answer is 160",51
52,52,"Q: Arnel had ten boxes of pencils with the same number of pencils in each box.  He kept ten pencils and shared the remaining pencils equally with his five friends. If his friends got eight pencils each, how many pencils are in each box?
A: Let's think step by step.
Arnel shared 5 x 8 = <<5*8=40>>40 pencils with his friends.
So, he had 10 + 40 = <<10+40=50>>50 pencils in all.
Therefore, each box had 50/10 = <<50/10=5>>5 pencils inside.
#### 5","Q: Arnel had ten boxes of pencils with the same number of pencils in each box.  He kept ten pencils and shared the remaining pencils equally with his five friends. If his friends got eight pencils each, how many pencils are in each box?
A: Let's think step by step.
Arnel shared 5 x 8 = <<5*8=40>>40 pencils with his friends.
So, he had 10 + 40 = <<10+40=50>>50 pencils in all.
Therefore, each box had 50/10 = <<50/10=5>>5 pencils inside.
The answer is 5",52
53,53,"Q: Caleb bought 10 cartons of ice cream and 4 cartons of frozen yoghurt. Each carton of ice cream cost $4 and each carton of frozen yoghurt cost $1. How much more did Caleb spend on ice cream than on frozen yoghurt?
A: Let's think step by step.
The cost of the ice cream is 10 × $4 = $<<10*4=40>>40.
The cost of the frozen yoghurt is 4 × $1 = $<<4*1=4>>4.
Caleb spent $40 − $4 = $36 more on ice cream than on frozen yogurt.
#### 36","Q: Caleb bought 10 cartons of ice cream and 4 cartons of frozen yoghurt. Each carton of ice cream cost $4 and each carton of frozen yoghurt cost $1. How much more did Caleb spend on ice cream than on frozen yoghurt?
A: Let's think step by step.
The cost of the ice cream is 10 × $4 = $<<10*4=40>>40.
The cost of the frozen yoghurt is 4 × $1 = $<<4*1=4>>4.
Caleb spent $40 − $4 = $36 more on ice cream than on frozen yogurt.
The answer is 36",53
56,56,"Q: Leo's assignment was divided into three parts. He finished the first part of his assignment in 25 minutes. It took him twice as long to finish the second part. If he was able to finish his assignment in 2 hours, how many minutes did Leo finish the third part of the assignment?
A: Let's think step by step.
It took Leo 25 x 2 = <<25*2=50>>50 minutes to finish the second part of the assignment.
Leo finished the first and second parts of the assignment in 25 + 50 = <<25+50=75>>75 minutes.
He finished the entire assignment in 60 x 2 = <<60*2=120>>120 minutes.
Therefore, it took Leo 120 - 75 = <<120-75=45>>45 minutes to finish the third part of the assignment.
#### 45","Q: Leo's assignment was divided into three parts. He finished the first part of his assignment in 25 minutes. It took him twice as long to finish the second part. If he was able to finish his assignment in 2 hours, how many minutes did Leo finish the third part of the assignment?
A: Let's think step by step.
It took Leo 25 x 2 = <<25*2=50>>50 minutes to finish the second part of the assignment.
Leo finished the first and second parts of the assignment in 25 + 50 = <<25+50=75>>75 minutes.
He finished the entire assignment in 60 x 2 = <<60*2=120>>120 minutes.
Therefore, it took Leo 120 - 75 = <<120-75=45>>45 minutes to finish the third part of the assignment.
The answer is 45",56
61,61,"Q: A bear is preparing to hibernate for the winter and needs to gain 1000 pounds. At the end of summer, the bear feasts on berries and small woodland animals. During autumn, it devours acorns and salmon. It gained a fifth of the weight it needed from berries during summer, and during autumn, it gained twice that amount from acorns. Salmon made up half of the remaining weight it had needed to gain. How many pounds did it gain eating small animals?
A: Let's think step by step.
The bear gained 1 / 5 * 1000 = <<1/5*1000=200>>200 pounds from berries.
It gained 2 * 200 = <<2*200=400>>400 pounds from acorns.
It still needed 1000 - 200 - 400 = <<1000-200-400=400>>400 pounds.
Thus, it gained 400 / 2 = <<400/2=200>>200 pounds from salmon.
Therefore, the bear gained 400 - 200 = <<400-200=200>>200 pounds from small animals.
#### 200","Q: A bear is preparing to hibernate for the winter and needs to gain 1000 pounds. At the end of summer, the bear feasts on berries and small woodland animals. During autumn, it devours acorns and salmon. It gained a fifth of the weight it needed from berries during summer, and during autumn, it gained twice that amount from acorns. Salmon made up half of the remaining weight it had needed to gain. How many pounds did it gain eating small animals?
A: Let's think step by step.
The bear gained 1 / 5 * 1000 = <<1/5*1000=200>>200 pounds from berries.
It gained 2 * 200 = <<2*200=400>>400 pounds from acorns.
It still needed 1000 - 200 - 400 = <<1000-200-400=400>>400 pounds.
Thus, it gained 400 / 2 = <<400/2=200>>200 pounds from salmon.
Therefore, the bear gained 400 - 200 = <<400-200=200>>200 pounds from small animals.
The answer is 200",61
62,62,"Q: There are 290 liters of oil in 24 cans. If 10 of the cans are holding 8 liters each, how much oil is each of the remaining cans holding?
A: Let's think step by step.
10 cans are holding 8 liters each for a total of 10 * 8 = <<10*8=80>>80 liters
There are 290 - 80 = <<290-80=210>>210 litres left
There are 24 - 10 =<<24-10=14>>14 cans left
Each of the remaining cans is holding 210 / 14 = <<210/14=15>>15 liters each
#### 15","Q: There are 290 liters of oil in 24 cans. If 10 of the cans are holding 8 liters each, how much oil is each of the remaining cans holding?
A: Let's think step by step.
10 cans are holding 8 liters each for a total of 10 * 8 = <<10*8=80>>80 liters
There are 290 - 80 = <<290-80=210>>210 litres left
There are 24 - 10 =<<24-10=14>>14 cans left
Each of the remaining cans is holding 210 / 14 = <<210/14=15>>15 liters each
The answer is 15",62
71,71,"Q: At a flea market, Hillary sells handmade crafts for 12 dollars per craft. Today, Hillary sells 3 crafts and is given an extra 7 dollars from an appreciative customer. Later on, Hillary deposits 18 dollars from today's profits into her bank account. How many dollars is Hillary left with after making the deposit?
A: Let's think step by step.
Hillary sells 3 crafts for 12 dollars each, for a total of 3 crafts * $12/craft = $<<3*12=36>>36
She receives an extra 7 dollars from a customer, increasing the total to $36 + $7 = $<<36+7=43>>43
She then deposits 18 dollars in the bank, leaving her with $43 - $18 = $25
#### 25","Q: At a flea market, Hillary sells handmade crafts for 12 dollars per craft. Today, Hillary sells 3 crafts and is given an extra 7 dollars from an appreciative customer. Later on, Hillary deposits 18 dollars from today's profits into her bank account. How many dollars is Hillary left with after making the deposit?
A: Let's think step by step.
Hillary sells 3 crafts for 12 dollars each, for a total of 3 crafts * $12/craft = $<<3*12=36>>36
She receives an extra 7 dollars from a customer, increasing the total to $36 + $7 = $<<36+7=43>>43
She then deposits 18 dollars in the bank, leaving her with $43 - $18 = $25
The answer is 25",71
79,79,"Q: James spends 40 years teaching.  His partner has been teaching for 10 years less.  How long is their combined experience?
A: Let's think step by step.
His partner has been teaching for 40-10=<<40-10=30>>30 years
So together they have 40+30=<<40+30=70>>70 years of experience
#### 70","Q: James spends 40 years teaching.  His partner has been teaching for 10 years less.  How long is their combined experience?
A: Let's think step by step.
His partner has been teaching for 40-10=<<40-10=30>>30 years
So together they have 40+30=<<40+30=70>>70 years of experience
The answer is 70",79
84,84,"Q: Hans booked a room in a hotel. The hotel has 10 floors with 10 identical rooms on each floor. Because of an accident, the last floor is unavailable for the guests. Considering there are no other guests, in how many different rooms could Hans be checked in?
A: Let's think step by step.
The hotel has in total 10 floors * 10 rooms/floor = <<10*10=100>>100 rooms.
One floor is unavailable, so Hans could be checked into 100 rooms - 10 rooms = <<100-10=90>>90 available rooms.
#### 90","Q: Hans booked a room in a hotel. The hotel has 10 floors with 10 identical rooms on each floor. Because of an accident, the last floor is unavailable for the guests. Considering there are no other guests, in how many different rooms could Hans be checked in?
A: Let's think step by step.
The hotel has in total 10 floors * 10 rooms/floor = <<10*10=100>>100 rooms.
One floor is unavailable, so Hans could be checked into 100 rooms - 10 rooms = <<100-10=90>>90 available rooms.
The answer is 90",84
93,93,"Q: John orders food for a massive restaurant.  He orders 1000 pounds of beef for $8 per pound.  He also orders twice that much chicken at $3 per pound.  How much did everything cost?
A: Let's think step by step.
The beef cost $8 * 1000 = $<<8*1000=8000>>8000
He buys 1000 * 2 = <<1000*2=2000>>2000 pounds of chicken
So the chicken cost 2000 * $3 = $<<2000*3=6000>>6000
So the total cost is $8000 + $6000 = $<<8000+6000=14000>>14,000
#### 14000","Q: John orders food for a massive restaurant.  He orders 1000 pounds of beef for $8 per pound.  He also orders twice that much chicken at $3 per pound.  How much did everything cost?
A: Let's think step by step.
The beef cost $8 * 1000 = $<<8*1000=8000>>8000
He buys 1000 * 2 = <<1000*2=2000>>2000 pounds of chicken
So the chicken cost 2000 * $3 = $<<2000*3=6000>>6000
So the total cost is $8000 + $6000 = $<<8000+6000=14000>>14,000
The answer is 14000",93
94,94,"Q: John writes 20 pages a day.  How long will it take him to write 3 books that are 400 pages each?
A: Let's think step by step.
He wants to write 3*400=<<3*400=1200>>1200 pages
So it will take him 1200/20=<<1200/20=60>>60 days
#### 60","Q: John writes 20 pages a day.  How long will it take him to write 3 books that are 400 pages each?
A: Let's think step by step.
He wants to write 3*400=<<3*400=1200>>1200 pages
So it will take him 1200/20=<<1200/20=60>>60 days
The answer is 60",94
100,100,"Q: A craft store makes a third of its sales in the fabric section, a quarter of its sales in the jewelry section, and the rest in the stationery section. They made 36 sales today. How many sales were in the stationery section?
A: Let's think step by step.
The craft store made 36 / 3 = <<36/3=12>>12 sales in the fabric section.
It made 36 / 4 = <<36/4=9>>9 sales in the jewelry section.
Thus, there were 36 - 12 - 9 = <<36-12-9=15>>15 sales in the stationery section.
#### 15","Q: A craft store makes a third of its sales in the fabric section, a quarter of its sales in the jewelry section, and the rest in the stationery section. They made 36 sales today. How many sales were in the stationery section?
A: Let's think step by step.
The craft store made 36 / 3 = <<36/3=12>>12 sales in the fabric section.
It made 36 / 4 = <<36/4=9>>9 sales in the jewelry section.
Thus, there were 36 - 12 - 9 = <<36-12-9=15>>15 sales in the stationery section.
The answer is 15",100
102,102,"Q: Ellie has found an old bicycle in a field and thinks it just needs some oil to work well again.  She needs 10ml of oil to fix each wheel and will need another 5ml of oil to fix the rest of the bike. How much oil does she need in total to fix the bike?
A: Let's think step by step.
Ellie needs 2 wheels * 10ml of oil per wheel = <<2*10=20>>20ml of oil.
To fix the rest of the bike as well, she needs 20 + 5 = <<20+5=25>>25ml of oil.
#### 25","Q: Ellie has found an old bicycle in a field and thinks it just needs some oil to work well again.  She needs 10ml of oil to fix each wheel and will need another 5ml of oil to fix the rest of the bike. How much oil does she need in total to fix the bike?
A: Let's think step by step.
Ellie needs 2 wheels * 10ml of oil per wheel = <<2*10=20>>20ml of oil.
To fix the rest of the bike as well, she needs 20 + 5 = <<20+5=25>>25ml of oil.
The answer is 25",102
105,105,"Q: Paddington has 40 more goats than Washington. If Washington has 140 goats, how many goats do they have in total?
A: Let's think step by step.
If Washington has 140 goats, Washington has 140+40 = <<140+40=180>>180 goats.
In total, they have 140+180 = <<140+180=320>>320 goats
#### 320","Q: Paddington has 40 more goats than Washington. If Washington has 140 goats, how many goats do they have in total?
A: Let's think step by step.
If Washington has 140 goats, Washington has 140+40 = <<140+40=180>>180 goats.
In total, they have 140+180 = <<140+180=320>>320 goats
The answer is 320",105
106,106,"Q: John buys 10 packs of magic cards.  Each pack has 20 cards and 1/4 of those cards are uncommon.  How many uncommon cards did he get?
A: Let's think step by step.
Each pack has 20/4 = <<20/4=5>>5 uncommons
So he got 10*5 = <<10*5=50>>50 uncommons
#### 50","Q: John buys 10 packs of magic cards.  Each pack has 20 cards and 1/4 of those cards are uncommon.  How many uncommon cards did he get?
A: Let's think step by step.
Each pack has 20/4 = <<20/4=5>>5 uncommons
So he got 10*5 = <<10*5=50>>50 uncommons
The answer is 50",106
112,112,"Q: Lilah's family gallery has 400 photos. On a two-day trip to the Grand Canyon, they took half as many photos they have in the family's gallery on the first day and 120 more photos than they took on the first day on the second day. If they added all these photos to the family gallery, calculate the total number of photos in the gallery.
A: Let's think step by step.
On their first day to the grand canyon, the family took half as many photos as the ones they have in the gallery, meaning they took 1/2*400 = <<400/2=200>>200 photos.
The total number of photos if they add the ones they took on the first day to the family's gallery is 400+200 = <<400+200=600>>600
On the second day, they took 120 more photos than they took on the first day, a total of 200+120 = <<200+120=320>>320 photos.
After adding the photos they took on the second day to the galley, the number of photos will be 600+320 = <<600+320=920>>920
#### 920","Q: Lilah's family gallery has 400 photos. On a two-day trip to the Grand Canyon, they took half as many photos they have in the family's gallery on the first day and 120 more photos than they took on the first day on the second day. If they added all these photos to the family gallery, calculate the total number of photos in the gallery.
A: Let's think step by step.
On their first day to the grand canyon, the family took half as many photos as the ones they have in the gallery, meaning they took 1/2*400 = <<400/2=200>>200 photos.
The total number of photos if they add the ones they took on the first day to the family's gallery is 400+200 = <<400+200=600>>600
On the second day, they took 120 more photos than they took on the first day, a total of 200+120 = <<200+120=320>>320 photos.
After adding the photos they took on the second day to the galley, the number of photos will be 600+320 = <<600+320=920>>920
The answer is 920",112
113,113,"Q: Baez has 25 marbles. She loses 20% of them one day. Then a friend sees her and gives her double the amount that Baez has after she lost them. How many marbles does Baez end up with?
A: Let's think step by step.
She loses 5 marbles because 25 x .2 = <<25*.2=5>>5
She has 20 marbles after this because 25 - 5 = <<25-5=20>>20
Her friend gives her 40 marbles because 20 x 2 = <<20*2=40>>40
Adding those marbles to the 20 she had before, she ends up with 40 marbles + 20 marbles = <<40+20=60>>60 marbles
#### 60","Q: Baez has 25 marbles. She loses 20% of them one day. Then a friend sees her and gives her double the amount that Baez has after she lost them. How many marbles does Baez end up with?
A: Let's think step by step.
She loses 5 marbles because 25 x .2 = <<25*.2=5>>5
She has 20 marbles after this because 25 - 5 = <<25-5=20>>20
Her friend gives her 40 marbles because 20 x 2 = <<20*2=40>>40
Adding those marbles to the 20 she had before, she ends up with 40 marbles + 20 marbles = <<40+20=60>>60 marbles
The answer is 60",113
114,114,"Q: Ed has 2 dogs, 3 cats and twice as many fish as cats and dogs combined. How many pets does Ed have in total?
A: Let's think step by step.
If Ed has 2 dogs and 3 cats he has in total 2+3 = <<2+3=5>>5 pets that are not fish
If Ed has twice as many cats and dogs combined he has 2*5 = <<2*5=10>>10 fish
Therefore, in total Ed has 5+10 = <<5+10=15>>15 pets
#### 15","Q: Ed has 2 dogs, 3 cats and twice as many fish as cats and dogs combined. How many pets does Ed have in total?
A: Let's think step by step.
If Ed has 2 dogs and 3 cats he has in total 2+3 = <<2+3=5>>5 pets that are not fish
If Ed has twice as many cats and dogs combined he has 2*5 = <<2*5=10>>10 fish
Therefore, in total Ed has 5+10 = <<5+10=15>>15 pets
The answer is 15",114
118,118,"Q: Jeanette is practicing her juggling. Each week she can juggle 2 more objects than the week before. If she starts out juggling 3 objects and practices for 5 weeks, how many objects can she juggle?
A: Let's think step by step.
First find the total number of additional objects she learns to juggle: 2 objects/week * 5 weeks = <<2*5=10>>10 objects
Then add the initial number of objects she could juggle to find the total: 10 objects + 3 objects = <<10+3=13>>13 objects
#### 13","Q: Jeanette is practicing her juggling. Each week she can juggle 2 more objects than the week before. If she starts out juggling 3 objects and practices for 5 weeks, how many objects can she juggle?
A: Let's think step by step.
First find the total number of additional objects she learns to juggle: 2 objects/week * 5 weeks = <<2*5=10>>10 objects
Then add the initial number of objects she could juggle to find the total: 10 objects + 3 objects = <<10+3=13>>13 objects
The answer is 13",118
