[Race] proportion=0.001, seed=42, frac=0.05, requested=39047, actual_pruned=39047, total_math_only=781039, math_only_count=780950
[Race] proportion=0.01, seed=42, frac=0.6, requested=4581477, actual_pruned=4581477, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.01, seed=42, frac=0.8, requested=6108636, actual_pruned=6108636, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.01, seed=123, frac=0.05, requested=381789, actual_pruned=381789, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.01, seed=123, frac=0.1, requested=763579, actual_pruned=763579, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.01, seed=123, frac=0.2, requested=1527159, actual_pruned=1527159, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.01, seed=123, frac=0.4, requested=3054318, actual_pruned=3054318, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.01, seed=123, frac=0.6, requested=4581477, actual_pruned=4581477, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.01, seed=123, frac=0.8, requested=6108636, actual_pruned=6108636, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.01, seed=456, frac=0.05, requested=381789, actual_pruned=381789, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.01, seed=456, frac=0.1, requested=763579, actual_pruned=763579, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.01, seed=456, frac=0.2, requested=1527159, actual_pruned=1527159, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.01, seed=456, frac=0.4, requested=3054318, actual_pruned=3054318, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.01, seed=456, frac=0.6, requested=4581477, actual_pruned=4581477, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.01, seed=456, frac=0.8, requested=6108636, actual_pruned=6108636, total_math_only=7638625, math_only_count=7635795
[Race] proportion=0.1, seed=42, frac=0.05, requested=2684538, actual_pruned=2684538, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=42, frac=0.1, requested=5369076, actual_pruned=5369076, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=42, frac=0.2, requested=10738152, actual_pruned=10738152, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=42, frac=0.4, requested=21476305, actual_pruned=21476305, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=42, frac=0.6, requested=32214457, actual_pruned=32214457, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=42, frac=0.8, requested=42952610, actual_pruned=42952610, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=123, frac=0.05, requested=2684538, actual_pruned=2684538, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=123, frac=0.1, requested=5369076, actual_pruned=5369076, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=123, frac=0.2, requested=10738152, actual_pruned=10738152, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=123, frac=0.4, requested=21476305, actual_pruned=21476305, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=123, frac=0.6, requested=32214457, actual_pruned=32214457, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=123, frac=0.8, requested=42952610, actual_pruned=42952610, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=456, frac=0.05, requested=2684538, actual_pruned=2684538, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=456, frac=0.1, requested=5369076, actual_pruned=5369076, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=456, frac=0.2, requested=10738152, actual_pruned=10738152, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=456, frac=0.4, requested=21476305, actual_pruned=21476305, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=456, frac=0.6, requested=32214457, actual_pruned=32214457, total_math_only=53784046, math_only_count=53690763
[Race] proportion=0.1, seed=456, frac=0.8, requested=42952610, actual_pruned=42952610, total_math_only=53784046, math_only_count=53690763
